Timestamp	Longitude	Latitude	Speed	Operatorname	Operator	CGI	Cellname	Node	CellID	LAC	NetworkTech	NetworkMode	Level	Qual	SNR	CQI	LTERSSI	ARFCN	DL_bitrate	UL_bitrate	PSC	Altitude	Height	Accuracy	Location	State	PINGAVG	PINGMIN	PINGMAX	PINGSTDEV	PINGLOSS	TESTDOWNLINK	TESTUPLINK	TESTDOWNLINKMAX	TESTUPLINKMAX	Test_Status	DataConnection_Type	DataConnection_Info	Layer	Filemark	IMEI	Distance	Bearing	IP	TA	EVENT	EVENTDETAILS	IMSI	MSISDN	SERVINGTIME	CELLHEX	NODEHEX	LACHEX	RAWCELLID	VERSION_NAME	VERSION_CODE	DEVICE	BAND	BANDWIDTH	INFO	SecondCell_NODE	SecondCell_CELLID	SecondCell_RSRP	SecondCell_RSRQ	SecondCell_SNR	CSI_RSRP	CSI_RSRQ	CSI_SNR	NetworkTypeNum	CA	SecondCell_PSC	SecondCell_ARFCN	SecondCell_BAND	Site_BEARING	R1	R2	R3	R4	NTech1	NCellName1	NCellid1	NLAC1	NCell1	NARFCN1	NRxLev1	NQual1	NDistance1	NBearing1	NTech2	NCellName2	NCellid2	NLAC2	NCell2	NARFCN2	NRxLev2	NQual2	NDistance2	NBearing2	NTech3	NCellName3	NCellid3	NLAC3	NCell3	NARFCN3	NRxLev3	NQual3	NDistance3	NBearing3	NTech4	NCellName4	NCellid4	NLAC4	NCell4	NARFCN4	NRxLev4	NQual4	NDistance4	NBearing4	NTech5	NCellName5	NCellid5	NLAC5	NCell5	NARFCN5	NRxLev5	NQual5	NDistance5	NBearing5	NTech6	NCellName6	NCellid6	NLAC6	NCell6	NARFCN6	NRxLev6	NQual6	NDistance6	NBearing6	NTech7	NCellName7	NCellid7	NLAC7	NCell7	NARFCN7	NRxLev7	NQual7	NDistance7	NBearing7	NTech8	NCellName8	NCellid8	NLAC8	NCell8	NARFCN8	NRxLev8	NQual8	NDistance8	NBearing8	NTech9	NCellName9	NCellid9	NLAC9	NCell9	NARFCN9	NRxLev9	NQual9	NDistance9	NBearing9	NTech10	NCellName10	NCellid10	NLAC10	NCell10	NARFCN10	NRxLev10	NQual10	NDistance10	NBearing10	NTech11	NCellName11	NCellid11	NLAC11	NCell11	NARFCN11	NRxLev11	NQual11	NDistance11	NBearing11	NTech12	NCellName12	NCellid12	NLAC12	NCell12	NARFCN12	NRxLev12	NQual12	NDistance12	NBearing12	NTech13	NCellName13	NCellid13	NLAC13	NCell13	NARFCN13	NRxLev13	NQual13	NDistance13	NBearing13	NTech14	NCellName14	NCellid14	NLAC14	NCell14	NARFCN14	NRxLev14	NQual14	NDistance14	NBearing14	NTech15	NCellName15	NCellid15	NLAC15	NCell15	NARFCN15	NRxLev15	NQual15	NDistance15	NBearing15	NTech16	NCellName16	NCellid16	NLAC16	NCell16	NARFCN16	NRxLev16	NQual16	NDistance16	NBearing16	NTech17	NCellName17	NCellid17	NLAC17	NCell17	NARFCN17	NRxLev17	NQual17	NDistance17	NBearing17	NTech18	NCellName18	NCellid18	NLAC18	NCell18	NARFCN18	NRxLev18	NQual18	NDistance18	NBearing18	
2022.07.18_18.36.34	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-88	-6	22.0	15	-69	3350	52	2	326	181	181	92	N	D											M	13	1			-1	1000	10.78.114.23	9	LOG START				14	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.34	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-4	23.0	15	-69	3350	0	0	326	181	181	92	N	I											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				15	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.35	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-4	23.0	15	-69	3350	0	0	326	181	181	92	N	I											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				16	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.36	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-86	-5	20.0	15	-69	3350	0	0	326	181	181	92	N	I											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				17	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.37	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-86	-5	20.0	15	-69	3350	19	3	326	181	181	92	N	D											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				18	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.38	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-85	-5	23.0	15	-69	3350	0	0	326	181	181	92	N	D											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				19	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.39	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-85	-5	23.0	14	-69	3350	0	0	326	181	181	92	N	I											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				20	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.40	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-84	-5	11.0	14	-69	3350	0	0	326	181	181	92	N	I											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				21	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.41	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-84	-5	11.0	14	-67	3350	0	0	326	181	181	92	N	I											M	13	1			-1	1000	10.215.173.1	9	PERIODIC				22	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.36.42	7.077365	43.618792	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-85	-6	24.0	15	-69	3350	19	3	326	181	181	92	N	D											M	13	1			-1	1000	10.78.114.23	9	PERIODIC				23	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
